Sentence,"Niveau 1 : 
Intention général ?","Niveau 2 : 
Quel objet médical ?","Niveau 3 : 
Présence de sentiment ?","Niveau 3 : 
Polarité ?",,
"Si fatigue dans la journée, il faut éviter les boissons excitantes dans la journée pour être éveillée, un repas plus léger le soir et une vie privée et professionnelle moins stressantes.",partage_experience,diagnostique,non,,,
Avant tout se mettre à un régime alimentaire plus sain et voir votre médecin traitant pour en parler.,partage_experience,diagnostique,non,,,
"Bonjour à tous,",fonction_phatique,,non,,,
"J'ai 32 ans et voilà que depuis 3 jours je bloque systématiquement ma respiration à l'endormissement, du coup je me reveille en sursaut et je me retrouve ainsi dans l'impossibilité totale de trouver le sommeil !",partage_experience,symptome,oui,negatif,,
"J'ai donc fait 3 nuits blanches puis j'ai craqué, je suis allé voir le médecin qui m'a prescrit du Zolpidem (stilnox) et cette nuit enfin j'ai réussi à dormir 5 heures, quel soulagement ...",partage_experience,traitement,oui,positif,,
Quelqu'un est t'il dans cette situation ?,recherche_information,symptome,non,,,
"J'ai pris rendez vous à la clinique du sommeil, deux mois d'attente ...",partage_experience,traitement,non,,,
merci d'avance,fonction_phatique,,non,,,
C'est une raison semblable qui m'a amenée à consulter une clinique du sommeil.,partage_experience,traitement,non,,,
"Au moment de m'endormir, j'avais la sensation d'une porte qui se ferme dans ma gorge et je me réveillais à chercher de l'air en urgence.",partage_experience,symptome,non,,,
Cela pouvait m'arriver 15-20 fois jusqu'à ce que je m'endormes finalement.,partage_experience,symptome,non,,,
Les deux premiers médecins m'ont dit que c'était de l'anxiété..,partage_experience,symptome,non,,,
ce qui n'était pas le cas.,partage_experience,symptome,non,,,
"Quelques mois plus tard, je suis allée reconsulter et une polysomnographie a effectivement démontrée que je fais de la résistance des voies respiratoires supérieures.",partage_experience,traitement,non,,,
"Au moment de l'endormissement, tout relaxe ce qui amenait un reculement de ma langue et un affaisement du palais mou.",partage_experience,symptome,non,,,
Je suis traitée depuis 1 an au CPAP et tout va bien.,partage_experience,traitement,oui,positif,,
"En parallèle, je vois une physiothérapeute et fais des exercices de renforcement des muscles de la langue afin d'éviter qu'elle recule, ce qui a donné des bons résultats jusqu'à présent.",partage_experience,traitement,non,,,
"Effectivement, s'il s'agit d'un problème semblable, les relaxants musculaires et somnifères vont augmenter encore plus la relaxation des muscles et donc, le problème.",partage_experience,diagnostique,non,,,
"Bien qu'on s'en rende compte à l'endormissement, cela continue toute la nuit sans qu'on en soit consient.",partage_experience,symptome,non,,,
"Dans votre cas, il se peut que ce soit autre chose, mais un test de sommeil aidera à confirmer ou éliminer la possibilité d'un trouble de sommeil.",partage_experience,diagnostique,non,,,
"Essayez aussi de dormir sur le côté, puisque la langue recule moins.",partage_experience,diagnostique,non,,,
Bonne chance!,fonction_phatique,,non,,,
"Deux questions me turlupinent, arrivez vous a dormir avec cette fameuse machine ?",recherche_information,traitement,non,,,
Pourriez vous m'expliquer les exercices pour muscler la langue ?,recherche_information,traitement,non,,,
"Je me dis que je pourrais essayer dans un premier temps, j'ai rien à perdre.",partage_experience,traitement,non,,,
"Et enfin dernière chose, j'ai le sommeil très léger, j'ai peur de ne pas pouvoir trouver le sommeil lors du test à la clinique, je suis capable de faire une nuit blanche, ce qui ne permettra pas d'objectivé le phénomène :( Etes vous arrivez à dormir ?",recherche_information,symptome,non,,,
propose t'il dans relaxant pour faciliter l'endormissement ?,recherche_information,traitement,non,,,
Merci d'avance,fonction_phatique,,non,,,
"Bonsoir, moi la nuit de l'enregistrement j'ai eu l'impression d'avoir fait une nuit blanche, pourtant aux vu de l'enregistrement j'ai dormi..",partage_experience,symptome,non,,,
"vous vous endormirez forcément, ne vous inquiétez pas.",partage_experience,symptome,oui,positif,,
"Bonjour,",fonction_phatique,,non,,,
"Je ne pense pas qu'un relaxant soit donné puisqu'il pourrait fausser les résultats en causant un relâchement des muscles impliqués dans le troubles de sommeil, mais je peux me tromper.",partage_experience,diagnostique,non,,,
"Comme dit Marie, il ne faut pas s'inquiéter pour le test de sommeil.",partage_experience,diagnostique,non,,,
"Ce ne sera pas la meilleure nuit ni la plus confortable, mais vous dormirez suffisamment pour que la collecte de données se fasse :)",partage_experience,diagnostique,oui,positif,,
"Assurez-vous d'avoir un test de qualité ""hôpital"" et non pas un test à la maison.",partage_experience,diagnostique,non,,,
Les médecins ne s'entendent pas sur le sujet..,partage_experience,diagnostique,non,,,
certains considèrent que le test maison est aussi valide.,partage_experience,diagnostique,non,,,
"Mais, mon pneumo a confirmé que le test maison permet seulement de détecter les troubles de sommeil modéré-sévère.",partage_experience,traitement,non,,,
"Le mien, qui est modéré-léger, n'est pas apparu sur le test maison, mais sur le test à l'hôpital oui.",partage_experience,traitement,non,,,
"Comme je m'étranglais à l'endormissement, j'aurais pu croire qu'il était de forme sévère, mais non!",partage_experience,traitement,non,,,
Pour les exercices qui permettent de tonifier la langue et diminuer son recul lors du sommeil...,partage_experience,traitement,non,,,
je ne sais pas si c'est la meilleure idée de les faire sans un physiothérapeute spécialisé dans le sujet.,partage_experience,traitement,non,,,
"J'ai pris quelques séances pour les maîtriser bien, avec les instructions du physio, car il y a plusieurs détails qui font toute la différence (que seuls un physio peut corriger correctement).",partage_experience,traitement,non,,,
"Aussi, si les exercices aident un peu, mais qu'ils ne sont pas bien maîtrisés, ils vont peut-être mener à un résultat négatif au test de sommeil sans que votre problème soit réglé de façon permanente et adéquate pour autant.",partage_experience,diagnostique,non,,,
"Si vous voulez quand même que je vous explique les exercices, écrivez-moi en privé et je vous les décrirai.",partage_experience,diagnostique,non,,,
120,,,,,,
Q/REPONSE AVEC UN MEDECIN - RECUPERATION LE 03/04/2020,,,,,,
----------------------------------------------------------------------,,,,,,
Bonsoir à tous .,fonction_phatique,,non,,STOP !!!!,
"Une petite question, sait on vraiment comment se transmet ce virus et ne limitons pas son impact , y aura il un effet boomerang dans plusieurs mois?",recherche_information,symptome,non,,,
"Le fait de rester confiné en étant malade chez soi m inquiète , nous sommes loin du système chinois qui a construit rapidement des hôpitaux .",partage_experience,traitement,oui,negatif,,
"Bonjour,",fonction_phatique,,non,,,
"On ne sait pas tout de ce nouveau virus, y compris à propos de sa transmission.",partage_experience,diagnostique,non,,,
"On sait tout de même qu’elle se fait majoritairement par voie aérienne, via les postillons émis par la personne infectée.",partage_experience,diagnostique,non,,,
"Quant au confinement, il peut être anxiogène mais dès lors qu’il n’y a pas de signes respiratoires préoccupants, c’est chez soi qu’on est le plus en sécurité.",partage_experience,diagnostique,non,,,
Bien cordialement,fonction_phatique,,non,,,
Dr A Marceau,,,,,,
"Bonjour,",fonction_phatique,,non,,,
Les pneumologues ont donné des consignes aux asthmatiques par rapport à l’utilisation de leur traitement à base de cortisone en cette période de coronavirus.,partage_experience,traitement,non,,,
Y en a t-il aussi pour nous?,recherche_information,traitement,non,,,
On nous prescrit en effet de la cortisone en cas de nausées et aussi avant certaine chimiothérapie.,partage_experience,diagnostique,non,,,
Pour ma part je prends du prednisone avant chaque chimiothérapie hebdomadaire de Taxol.,partage_experience,traitement,non,,,
"Je m'inquiète aussi des contacts très rapprochés que nous avons avec le personnel de l'hôpital (lors des auscultations par exemple) et des laboratoires d’analyses sans aucun masque ni sur nous ni sur eux, alors que nous sommes fragiles.",partage_experience,traitement,non,,,
Est ce normal?,recherche_information,traitement,non,,,
Merci pour vos réponses.,fonction_phatique,,non,,,
"Cordialement, Nadine",fonction_phatique,,non,,,
"Bonjour Nadine,",fonction_phatique,,non,,,
"La corticothérapie est fortement déconseillée actuellement pour tous ceux qui font appel à ce type de traitement pour des affections bénignes, notamment ORL.",partage_experience,diagnostique,non,,,
"En revanche, dans le cadre de protocoles de soins pour un cancer, il faut respecter les prescriptions de l'oncologue.",partage_experience,diagnostique,non,,,
"Quant aux contacts avec les soignants, ceux-ci font de leur mieux pour ne pas être eux-mêmes vecteurs du virus.",partage_experience,diagnostique,non,,,
Bien cordialement,fonction_phatique,,non,,,
Dr A.Marceau,,,,,,
"Bonsoir,",fonction_phatique,,non,,,
"Dans le cadre de sa première séance de chimio qui aura lieu ce lundi 16 mars, mon papa a dû prendre des anti-inflammatoire ce soir.",partage_experience,traitement,non,,,
La question qui me vient alors est : un dépistage ne doit il pas avoir lieu pour prévenir d un éventuel cas de covid 19?,recherche_information,traitement,non,,,
Tout en sachant que la prise d anti inflammatoire peut avoir de lourdes conséquences sur la santé ?,recherche_information,traitement,non,,,
"Sans même parler de ceci, dans le cas de personnes vulnérables en cours de traitement, ne serait il pas judicieux de faire un test ?",recherche_information,traitement,non,,,
Vous remerciant pour vos commentaires.,fonction_phatique,,non,,,
"Bonjour Cindy,",fonction_phatique,,non,,,
"Dès lors que votre père n'a pas été en contact direct avec une personne diagnostiquée positive pour le coronavirus, il n'y a pas lieu de lui faire le test.",partage_experience,diagnostique,non,,,
"la prise d'un anti-inflammatoire dans le cadre de son protocole de soins n'est pas à remettre en cause, ce qui est actuellement déconseillé, c'est la prise de ce type de médicament en dehors d'un contexte médical le justifiant.",partage_experience,diagnostique,non,,,
Bien cordialement,fonction_phatique,,non,,,
Dr A.Marceau,,,,,,
Bonjour,fonction_phatique,,non,,,
Ma maman a été opérée mardi dernier d'un cancer du sein.,partage_experience,symptome,non,,,
"Pas de traitement pour l'instant, elle revoit son chirurgien dans 3 semaines pour connaître la suite du traitement.",partage_experience,traitement,non,,,
Est-elle plus vulnérable au Covid ?,recherche_information,symptome,non,,,
Elle a 62 ans.,partage_experience,symptome,non,,,
"Elle vit seule et a besoin d'aide (repas, ménage, courses ..).",partage_experience,symptome,non,,,
Si je ne vais plus la voir je ne sais pas comment elle pourra faire.,partage_experience,traitement,non,,,
Merci pour votre réponse,fonction_phatique,,non,,,
"Bonjour,",fonction_phatique,,non,,,
Votre mère doit respecter scrupuleusement le confinement chez elle car elle est fragilisée par sa récente intervention.,partage_experience,diagnostique,non,,,
Vous pouvez cependant faire des courses pour elle et les lui apporter.,partage_experience,diagnostique,non,,,
"Evitez cependant les embrassades, de la toucher, lavez-vous bien les mains régulièrement et demandez à votre mère de se laver les mains après avoir rangé les courses que vous lui aurez apportées.",partage_experience,diagnostique,non,,,
Bien cordialement,fonction_phatique,,non,,,
Dr A.Marceau,,,,,,
Bonjour.,fonction_phatique,,non,,,
Je viens de terminer mon traitement contre le cancer du col de l'utérus (chimio terminée le 28 janvier et rayons et j'ai eu une curiethérapie le 5 février).,partage_experience,traitement,non,,,
Suis je une personne à haut risque comme les personnes en traitement ?,recherche_information,traitement,non,,,
J'ai 32 ans et n'ai pas encore fait mon irm et tep scan de contrôle.,partage_experience,traitement,non,,,
Merci de votre réponse et de me dire quelles précautions je dois prendre.,partage_experience,,non,,,
Aurelie Lomenech,,,,,,
"Bonjour Aurélie,",fonction_phatique,,non,,,
"Tout dépend de vos défenses immunitaires, lesquelles peuvent être fragilisées durant une chimiothérapie.",partage_experience,diagnostique,non,,,
"Mais celle-ci étant terminée depuis près de 2 mois, ces défenses sont certainement revenues à la normale, ce d'autant que la curiethérapie ne les perturbe pas et qu'à 32 ans, vos capacités de récupération sont optimales.",partage_experience,diagnostique,non,,,
Vous n'êtes donc pas considérée comme à haut risque et devez simplement appliquer scrupuleusement les mesures barrières.,partage_experience,diagnostique,non,,,
Bien cordialement,fonction_phatique,,non,,,
Dr A.Marceau,,,,,,
Bonjour,fonction_phatique,,non,,,
"Ayant eu une maladie de Hodgkin stade IV soignée par chimiothérapie renforcée il y a 10 ans, est-on plus vulnérable au coronavirus ?",recherche_information,symptome,non,,,
A-t-on plus de risques de complications si on l'attrape?,recherche_information,symptome,non,,,
Je continue de travailler ne pouvant faire du télétravail.,partage_experience,symptome,non,,,
Merci de votre réponse,fonction_phatique,,non,,,
Bien cordialement,fonction_phatique,,non,,,
"Bonjour,",fonction_phatique,,non,,,
"Si vous n'avez fait aucune rechute en 10 ans, vous êtes considéré comme guéri et en l'absence de comorbidité, vous n'êtes pas plus à risque d'être infecté par le coronavirus.",partage_experience,diagnostique,non,,,
"Mais si vous deviez être infecté, votre risque de complication est bien difficile sinon impossible à prévoir.",partage_experience,diagnostique,non,,,
"On sait juste que les personnes ayant une comorbidité telle que maladie cardiaque, maladie pulmonaire, diabète, obésité, cancer en évolution, ont plus de risque de développer une complication.",partage_experience,diagnostique,non,,,
Bien cordialement,fonction_phatique,,non,,,
Dr A.Marceau,,,,,,
"Bonjour,",fonction_phatique,,non,,,
"Je suis traitée en chimiothérapie (la 6e a eu lieu fin février, donc il y a 3 semaines) pour un sarcome.",partage_experience,traitement,non,,,
Mon compagnon continue de travailler dans son usine qui n'a pas fermé.,partage_experience,symptome,non,,,
Il a donc été en contact :,partage_experience,symptome,non,,,
"1) Avec des collègues qui ont dû quitter leur travail, des personnes de leur entourage ayant été contaminées par le Covid-19",partage_experience,symptome,non,,,
"2) Et, possiblement, avec des porteurs de la maladie, asymptomatiques.",partage_experience,symptome,non,,,
"Ma question est la suivante : quelles sont les précautions à prendre par mon compagnon, lorsqu'il rentre à la maison.",partage_experience,symptome,non,,,
"Est-il possible d'avoir une routine précise et officielle à suivre, car établie par un professionnel de santé, que je puisse lui mettre sous les yeux ?",recherche_information,symptome,non,,,
"Pour lui, ses collègues ""psychotent"" et ont peur inutilement.",partage_experience,symptome,non,,,
Je n'ai pas l'énergie ni de légitimité professionnelle dans la santé pour le convaincre d'adopter des mesures qui me semblent de bon sens.,partage_experience,symptome,oui,negatif,,
"Bonjour,",fonction_phatique,,non,,,
Votre compagnon peut être porteur sain du COVID-19 dès lors qu'il a été en contact avec des personnes elles-mêmes susceptibles d'être des porteurs sains.,partage_experience,diagnostique,non,,,
"Vous devez donc, durant les 15 prochains jours, rester autant que possible à distance l'un de l'autre.",partage_experience,diagnostique,non,,,
"Et votre compagnon doit, à chaque fois qu'il rentre à la maison, se laver très soigneusement les mains, avec un gel hydro-alcoolique ou à défaut de l'eau et du savon.",partage_experience,diagnostique,non,,,
Bien cordialement,fonction_phatique,,non,,,
Dr A.Marceau,,,,,,
"Bonjour à vous, j'espère que vous allez bien.",fonction_phatique,,oui,positif,,
"En cette période de virus, ma mère a contracté dans le passé deux infections pulmonaires, la première il y a 6 ans et la seconde en décembre 2019..",partage_experience,symptome,non,,,
"Bien évidemment, ma mère depuis à souvent des glaires, du mucus qu'elle doit cracher pour bien ""libérer"" ses poumons, cela fait elle une personne à risque ?",recherche_information,symptome,non,,,
"Merci, bien à vous.",fonction_phatique,,non,,,
"Bonjour,",fonction_phatique,,non,,,
"Votre mère semble avoir une fragilité pulmonaire, peut-être en raison d'une pathologie pulmonaire chronique sous-jacente.",partage_experience,diagnostique,non,,,
"Auquel cas, cela fait d'elle une personne à risque dans la mesure où si elle devait être infectée par le coronavirus, elle serait plus vulnérable.",partage_experience,diagnostique,non,,,
Bien cordialement,fonction_phatique,,non,,,
Dr A.Marceau,,,,,,
Se pourrait-il que le coronavirus n'ait qu'un impact faible sur lui même avec un système immunitaire diminué ?,recherche_information,symptome,non,,,
Cordialement,fonction_phatique,,non,,,
"Malheureusement, nul ne peut le prédire.",partage_experience,diagnostique,non,,,
"Une précision cependant : les défenses immunitaires de votre fils peuvent n'être que faiblement diminuées malgré la chimio auquel cas, son risque serait faible.",partage_experience,diagnostique,non,,,
"Mais avec ce virus, prédire est impossible puisqu'il occasionne des situations parfois critiques (fort heureusement très rares) chez des sujets jeunes en apparente bonne santé.",partage_experience,diagnostique,non,,,
Bien cordialement,fonction_phatique,,non,,,
Dr A.Marceau,,,,,,
"Bonjour,",fonction_phatique,,non,,,
Ma mère a un symptôme depuis très longtemps et son état se dégrade.,partage_experience,symptome,non,,,
Elle a du mal à respirer.,partage_experience,symptome,non,,,
"En ce moment, elle ne peut pas se déplacer pour faire ses courses suite a un lymphome et je dois lui venir en aide.",partage_experience,symptome,non,,,
"J'ai peur de lui transmettre le virus, sachant que je dois aller travailler.",partage_experience,symptome,non,,,
"Bonjour,",fonction_phatique,,non,,,
Les difficultés respiratoires de votre mère sont-elles apparues récemment ?,recherche_information,symptome,non,,,
"Car si c'est le cas et qu'elle a de la fièvre, il faudrait suspecter une infection à coronavirus et appeler le 15.",partage_experience,diagnostique,non,,,
J'espère que ce n'est pas le cas.,fonction_phatique,,non,,,
"Pour protéger votre mère, il faut bien sûr respecter strictement les mesures barrières et lui conseiller de bien se laver les mains après avoir rangé les courses, de ne pas se toucher le visage pendant qu'elle range ses courses et tant qu'elle ne sera pas bien lavée les mains.",partage_experience,diagnostique,non,,,
Bien cordialement,fonction_phatique,,non,,,
Dr A.Marceau,,,,,,
bonjour,fonction_phatique,,non,,,
"apres un cancer du colon métastase au foie, en rémission depuis 21 mois, je n'ai plus de rate et je voulais savoir si j'étais réellement plus a risque pour le coronavirus ?",recherche_information,symptome,non,,,
à partir de quels moments dois je contacter mon médecin dès que j'ai plus de 38 de fièvre ?,recherche_information,traitement,non,,,
je suis perdue et angoissée,partage_experience,symptome,oui,negatif,,
merci,fonction_phatique,,non,,,
"Bonjour,",fonction_phatique,,non,,,
"La rate intervient dans le système immunitaire, vous avez donc un terrain plus fragile vis-à-vis du coronavirus qu'une personne ayant encore sa rate.",partage_experience,diagnostique,non,,,
"Mais il ne faut quand même pas surestimer ce risque, tout à fait gérable par une très bonne observance des mesures-barrières.",partage_experience,diagnostique,non,,,
"Vous devrez contacter votre médecin si vous deviez avoir un syndrome grippal (courbatures, fièvre à plus de 38°, signes respiratoires ou ORL).",partage_experience,diagnostique,non,,,
Bien cordialement,fonction_phatique,,non,,,
Dr A.Marceau,,,,,,
"Bonjour Docteur, J'ai terminé, mi janvier dernier, mon traitement chimio (3 séances de EC100 et 3 séances de Taxotère) contre un cancer du sein.",partage_experience,traitement,non,,,
Ce traitement a été suivi de radiothérapie et je commence mon hormonothérapie.,partage_experience,traitement,non,,,
"Mon système immunitaire est-il encore faible, 2 mois après la fin de cette chimio ?",recherche_information,traitement,non,,,
"Face au risque de coronavirus, dois-je adopter un comportement autre que celui préconisé pour toute personne qui n'a pas subi ces traitements ?",recherche_information,traitement,non,,,
"Contexte : mon mari sort d'un ""épisode grippal"" : il n'a pas fait de test et son médecin lui a expliqué qu'il avait eu, peut-être, une forme atténuée de coronavirus ou d'une grippe classique.",partage_experience,symptome,non,,,
Merci pour votre réponse.,fonction_phatique,,non,,,
Bien cordialement.,fonction_phatique,,non,,,
"Bonjour Christiane,",fonction_phatique,,non,,,
Tout dépend bien sûr de l'état de votre système immunitaire.,partage_experience,diagnostique,non,,,
"A priori, il devrait être suffisant ; vérifiez sur votre dernier bilan sanguin que vos leucocytes (globules blancs) étaient en nombre suffisant (plus de 3500 ou 4000), de même que les lymphocytes (plus de 1000), ces derniers étant les globules blancs les plus actifs contre les virus.",partage_experience,diagnostique,non,,,
"Si votre mari est sorti de cet épisode ""grippal"", il n'est plus contagieux.",partage_experience,diagnostique,non,,,
"Vous devez appliquer scrupuleusement les mesures-barrières, notamment le confinement chez vous, ni plus, ni moins.",partage_experience,diagnostique,non,,,
Bien cordialement,fonction_phatique,,non,,,
Dr A.Marceau,,,,,,
"Bonjour,",fonction_phatique,,non,,,
J’ai été opéré le 21 février d’une tumeur du testicule par orchidectomie.,partage_experience,traitement,non,,,
Suite à cette opération mon testicule est parti pour biopsie.,partage_experience,symptome,non,,,
Un résultat préliminaire indique une tumeur bénigne de sertoli.,partage_experience,traitement,non,,,
Cependant il s’agit de résultat préliminaire.,partage_experience,traitement,non,,,
Ma première question est : pensez vous que j’obtiendrais quand même les résultats définitifs malgré la période de coronavirus ?,recherche_information,traitement,non,,,
Et la deuxième est : suis-je une personne à risque du fait de mon opération il y a trois semaines?,recherche_information,symptome,non,,,
(J’avais de petits ganglions dans l’abdomen infracentrimetrique lors du scanner abdomino pelvien et rien au scanner thoracique ( je les avais fais la semaine avant l’opération).,partage_experience,symptome,non,,,
Et j’ai quelque douleurs intercostales parfois avec toute cette histoire je psychoter un peu Je me demande si finalement c’est une tumeur maligne et que ça se développe.,partage_experience,symptome,oui,negatif,,
"Bonjour,",fonction_phatique,,non,,,
Les résultats anapath vous parviendront sans aucun doute mais peut-être avec un peu de retard.,partage_experience,diagnostique,non,,,
"Je ne pense pas qu'à ce stade vous soyez considéré comme une personne à risque puisque jusqu'à preuve du contraire, il s'agissait d'une tumeur bénigne.",partage_experience,diagnostique,non,,,
"Respectez scrupuleusement les mesures barrières, comme chacun doit le faire !",partage_experience,diagnostique,non,,,
Bien cordialement,fonction_phatique,,non,,,
Dr A.Marceau,,,,,,
"Bonjour,",fonction_phatique,,non,,,
"Je me permets deux petites questions (peut-etre naïves, je m'en excuse d'avance).",fonction_phatique,,non,,,
1) Je viens de terminer un cycle de 4 chimiothérapie + immunothérapie (le 12 avril).,partage_experience,traitement,non,,,
"À partir de quel délai, je ne serai plus considérée comme immunodéprimée ?",recherche_information,symptome,non,,,
3 semaines ?,recherche_information,symptome,non,,,
à partir du moment où le taux de globules blanc est dans les normes ?,recherche_information,symptome,non,,,
"Je pars du principe que c'est le traitement et non le cancer (poumon pour ma part) qui me rend immunodéprimée, mais peut-être je me trompe ?",recherche_information,symptome,non,,,
2) Est-ce qu'un traitement d'immunothérapie (seul sans chimio) peut créer une déficience de mon immunité ?,recherche_information,traitement,non,,,
Merci d'avance pour vos réponses et bravo pour cette belle idée de forum.,fonction_phatique,,oui,positif,,
Fabienne,,,,,,
"Bonjour Fabienne,",fonction_phatique,,non,,,
"La chimiothérapie peut effectivement créer une immunodépression, ce que ne provoque pas le cancer lui-même, du moins vis à vis des microbes.",partage_experience,diagnostique,non,,,
"Car en revanche, le cancer sait bloquer les défenses immunitaires dirigées contre lui et l'immunothérapie consiste justement à restaurer ces défenses dirigées contre les cellules cancéreuses (normalement considérées comme des cellules étrangères, donc devant être éliminées).",partage_experience,diagnostique,non,,,
Combien de temps après l'arrêt d'une chimiothérapie les défenses immunitaires sont-elles restaurées ?,recherche_information,traitement,non,,,
Cela dépend de l'importance de la dépression immunitaire créée par la chimio.,partage_experience,diagnostique,non,,,
"C'est donc la prise de sang qui le déterminera, l'immunité étant a priori restaurée dès lors que les globules blancs sont revenus en nombre suffisant.",partage_experience,diagnostique,non,,,
"Quant à l'immunothérapie, elle peut aussi provoquer une baisse des globules blancs, mais généralement moins importante que sous chimiothérapie.",partage_experience,diagnostique,non,,,
Bien cordialement,fonction_phatique,,non,,,
Dr A.Marceau,,,,,,
Bonsoir !,fonction_phatique,,non,,,
"Voilà je vous explique ma situation, j'ai 24 ans et je fume (6 cigarettes par jours) depuis 6 ans environs, depuis 1 semaine j'ai des douleurs intercostale et au niveau du bas du dos qui s'atténue avec le temps.",partage_experience,symptome,non,,,
"À savoir que je vais à la salle de sport 3 fois par semaine, du moins avant le confinement.",partage_experience,symptome,non,,,
"La semaine dernière j'ai forcé en faisant une série de pompes, une douleur est apparue entre mes côtes lorsque je respiré où selon ma position.",partage_experience,symptome,non,,,
"Désormais j'ai mal aux côtes et un peu au dos, quelques fois j'ai une sensation de ""boule"" dans la gorge et une envie de tousser à mon avis c'est juste le stress car je panique facilement.",partage_experience,symptome,oui,negatif,,
"Je n'ai pas vraiment envie d'appelé et ""déranger""mon médecin alors que d'autre personnes en ont s'en doute plus besoins au vu de la situation.",partage_experience,traitement,non,,,
Donc voilà je balise un peu car des douleurs qui persiste après une semaine c'est un peu bizarre et j'ai vraiment peur du pire.,partage_experience,symptome,oui,negatif,,
J'aimerais connaître votre avis.,fonction_phatique,,non,,,
Merci !,fonction_phatique,,non,,,
"Bonjour,",fonction_phatique,,non,,,
"En effet, cela ne semble pas bien grave.",partage_experience,diagnostique,non,,,
Le plus probable est que vous ayez eu une déchirure musculaire lors de ces exercices physiques intenses et que par la suite le stress ait amplifié votre symptomatologie.,partage_experience,diagnostique,non,,,
Mon conseil : profiter de cette petite alerte pour arrêter de fumer !,partage_experience,diagnostique,non,,,
"Et si la douleur intercostale persiste, consultez votre médecin traitant, il vous prescrira un traitement antalgique.",partage_experience,diagnostique,non,,,
Bien cordialement,fonction_phatique,,non,,,
